Claim Cost (USD) (United Stated Dollar),Claim Recorded Date,Claim Recorded Month,Claim Recorded Year,Consumer State,Consumer Zip Code,Country of Service,Country of Service-Description,Failure Date,GSIR Base Warranty Flag,GSIR Base Warranty Flag-Description,Global Component Code,Global Component Code-Description,Global Component Group,Global Component Group-Description,Global Component Section,Global Component Section-Description,Global Defect Code,Global Defect Code-Description,Global Defect Section,Global Defect Section-Description,Global Repair Action Code,Global Repair Action Code-Description,Global Symptom Code,Global Symptom Code-Description,Global Symptom Group,Global Symptom Group-Description,Labor Cost (USD) (United Stated Dollar),Months in Service,NAR Kenmore Job Code,NAR Kenmore Job Code-Description,Part Cost (USD) (United Stated Dollar),Parts Replaced Flag,Parts Replaced Quantity,Region Service Component Code,Region Service Component Code-Description,Region Service Condition Code,Region Service Condition Code-Description,Region of Service,Region of Service-Description,Repeat Repair Flag,Repeat Repair Interval,Service Claim Id,Service Claim Type,Service Claim Type-Description,Service Company Number,Service Company Number-Description,Service Company Type,Service Company Type-Description,Service Complete Date,Service Provider Code,Service Provider Code-Description,Service Request Number,Service Responsibility Code,Service Responsibility Code-Description,Stock Repair Flag,Warranty Type Code,Warranty Type Code-Description,Customer Requested Comment,Service Technician Comment,Componente ,Horizon comment,Active SKU Flag,Active SKU Flag-Description,Architecture Code,Architecture Code-Description,Brand,Brand-Description,Unadjusted Total Claim Count,Commercial Segment,Commercial Segment-Description,DPL Platform Code,DPL Platform Code-Description,Division,Division-Description,Electronic Control Flag,Electronic Control Flag-Description,Comment,Engineering Model Number,Engineering Model Number-Description,GSIR Product Flag,GSIR Product Flag-Description,Global Product Category,Global Product Category-Description,Global Product Code,Global Product Code-Description,Global Product Family,Global Product Family-Description,Global Product Group,Global Product Group-Description,Global Product Platform,Global Product Platform-Description,NAR Product Code,NAR Product Code-Description,NAR Product Main Group,NAR Product Main Group-Description,NAR Product Summary Group,NAR Product Summary Group-Description,OEM Supplier,OEM Supplier-Description,Product Id,Production Date,Production Line,Production Line-Description,Production Month,Production Quarter,Production Shift,Production Shift-Description,Production Year,Production Year Week,Purchase Date,Sales Model Number,Sales Model Number-Description,Serial Number,Ship-to Channel,Ship-to Channel-Description,Ship-to High Level,Ship-to High Level-Description,Ship-to State,Shipped Date,Shipped Month,Shipped Year,Shipped-to Country,Shipped-to Country-Description,Shipped-to Region,Shipped-to Region-Description,Sold-to Name,Sold-to Name-Description,,
225,2019-12-17,2019/12,2019,ESTADO DE MÉXICO,56334,MX,Mexico (MX),2019-12-11,y, ,8400,IMPROPER CONTROL SETTING (8400),?, ,?, ,N3,INSTRUCTION (N3),?, ,U,Orientation (U),MEX,Mexico (MEX),?, ,225,1,?,(?),0,N,0,925,IMPROP CTRL SETTNG (925),91,EXPN CYCLE OPER (91),NAR,North America (NAR),N,0,1086147664,SC,SERVICE CALL (SC),74804,74804 (74804),?,UNKNOWN (?),2019-12-13,?,NOT APPLICABLE (?), ,C,CUSTOMER INSTRUCT (C),?,B,BASE WARRANTY (B),DUARTM4 NO DRENA,13/12 SAMC. P. NO DRENA C. NINGUNA S. SE REVISA APARATO Y NOPRESENTA FALLA_ SE DAN INDICACIONES DE USO,,,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW1722EI2,8MWTW1722EI2 (8MWTW1722EI2),?,?,101,Washers (101),11053,"26"" w/ agitator, SS basket, Monterrey (11053)",1001,Vertical Axis - w/ Agitator (1001),10,Fabric Care (10),1102,Horizon Top Load w/ Agitator (1102),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW1722EI:HL93465081,2019-08-26,?,(?),2019/08,2019Q3,?,(?),2019,201934,2019-11-26,8MWTW1722EI,LAV. AUTOMATICA NE (8MWTW1722EI),HL93465081,?,(?),?,(?),ESTADO DE MEXICO,2019-08-29,2019/08,2019,MX,Mexico (MX),NAR,North America (NAR),RM07,(RM07),,
187,2019-11-01,2019/11,2019,COLIMA,28400,MX,Mexico (MX),2019-09-06,y, ,7540,SUMP-HOSE/BELLOW (7540),CT08,TUBE/HOSE/CONNECTOR (CT08),CT,CIRCUITS (CT),Nb,Missing Component (Nb),?, ,A,Changed (A),MEX,Mexico (MEX),?, ,187,1,?,(?),0,Y,1,310,TUB-TO-PUMP HOSE (310),61,PARTS - MISSING/WRONG/ADDED (61),NAR,North America (NAR),N,0,1085837668,SC,SERVICE CALL (SC),47675,47675 (47675),?,UNKNOWN (?),2019-09-10,?,NOT APPLICABLE (?), ,M,MACHINE MALFUNCTION (M),?,B,BASE WARRANTY (B),8MWTW1995EI0,10/09/2019 IAOI P- NO TRAE MANGUERA DE DESAGUE C- NO TIENE LA MANGUERA DE DESAGUE S- SE ENTREGO MANGUERADE DESAGUE,Manguera de drenado  ,Faltante ,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW1995EI2,8MWTW1995EI2 (8MWTW1995EI2),?,?,101,Washers (101),11053,"26"" w/ agitator, SS basket, Monterrey (11053)",1001,Vertical Axis - w/ Agitator (1001),10,Fabric Care (10),1102,Horizon Top Load w/ Agitator (1102),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW1995EI:HL93581181,2019-08-17,?,(?),2019/08,2019Q3,?,(?),2019,201935,2019-09-02,8MWTW1995EI,LAV. AUTOMATICA NE (8MWTW1995EI),HL93581181,1105,MX Horizontal (1105),2089098,BODESA S.A. DE C.V. (0002089098),JALISCO,2019-08-31,2019/08,2019,MX,Mexico (MX),NAR,North America (NAR),2086723,BODESA S.A.P.I. DE C.V. (0002086723),,
290.52,2019-12-21,2019/12,2019,?,37407,?,(?),2019-12-17,y, ,4050,WATER PUMP (4050),MR04,PUMP (MR04),MR,MOTOR (MR),Mx,Foreign object (Mx),?, ,Y,No Part Replaced (Y),MEX,Mexico (MEX),?, ,290.52,4,?,(?),0,N,0,381,PUMP (381),35,FOREIGN OBJ RMVD (35),NAR,North America (NAR),N,0,1086193000,SC,SERVICE CALL (SC),47715,47715 (47715),?,UNKNOWN (?),2019-12-18,?,NOT APPLICABLE (?), ,C,CUSTOMER INSTRUCT (C),?,B,BASE WARRANTY (B),MAGALA2//SE REGRESA AL CICLO DE ENJUAGUE // REP: MUEB. OLIVARES ELIZABETH VEGA TEL: 4777770070,18/12/2019M.V.L.T.TECNIO DAVID SERRANO SERRANO ´.P.- REGR ESA AL CICLO DE ENJUAGUE C.- BOMBA CON OBJETO ATORADO S.- S ELE SACO EL OBJETO A LA BOMBA SE DEJO TRABAJAND O DE MANERA CORRECTA,,,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW2081EN1,8MWTW2081EN1 (8MWTW2081EN1),?,?,101,Washers (101),11103,"26"" w/ impeller, SS basket, Monterrey (11103)",1020,Vertical Axis Washer w/Impeller (1020),10,Fabric Care (10),1103,Horizon Top Load w/ Impeller (1103),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW2081EN:HL92896877,2019-07-15,?,(?),2019/07,2019Q3,?,(?),2019,201928,2019-08-19,8MWTW2081EN,8MWTW2081EN (8MWTW2081EN),HL92896877,5100,MX National Chains (,2087876,"GRUPO FAMSA, S.A. DE C.V. (0002087876)",NUEVO LEON,2019-07-18,2019/07,2019,MX,Mexico (MX),NAR,North America (NAR),2086747,"GRUPO FAMSA, S.A.B. DE C.V. (0002086747)",,
180,2019-12-04,2019/12,2019,?,20908,?,(?),2019-11-26,y, ,9801,IMPROPER LOADING (9801),?, ,?, ,9x,Customer misuse (9x),?, ,U,Orientation (U),MEX,Mexico (MEX),?, ,180,1,?,(?),0,N,0,924,IMPROPER LOADING (924),92,IMPROP LOADING (92),NAR,North America (NAR),N,0,1086050279,SC,SERVICE CALL (SC),79838,79838 (79838),?,UNKNOWN (?),2019-11-30,?,NOT APPLICABLE (?), ,C,CUSTOMER INSTRUCT (C),?,B,BASE WARRANTY (B),MEJIAM3(WEB) LA TINA GOLPEA LAS PAREDES CUANDO CENTRIFUGA.,DR. HH. P. TINA GOLPEA LAS PAREDES EN CENTRIFUGADO C. CARGASMAL EQUILIBRADAS S. RE COMIENDA ACOMODAR UNIFORMEMENTE LAS CARGAS Y NO REVOLVER TIPOS DE TELAS,,,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW1934WJM0,8MWTW1934WJM0 (8MWTW1934WJM0),?,?,101,Washers (101),11053,"26"" w/ agitator, SS basket, Monterrey (11053)",1001,Vertical Axis - w/ Agitator (1001),10,Fabric Care (10),1102,Horizon Top Load w/ Agitator (1102),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW1934WJM:HL93578323,2019-09-02,?,(?),2019/09,2019Q3,?,(?),2019,201935,2019-11-15,8MWTW1934WJM,8MWTW1934WJM (8MWTW1934WJM),HL93578323,?,(?),?,(?),ESTADO DE MEXICO,2019-10-08,2019/10,2019,MX,Mexico (MX),NAR,North America (NAR),RM07,(RM07),,
275.5,2019-11-22,2019/11,2019,?,67100,?,(?),2019-11-07,y, ,9801,IMPROPER LOADING (9801),?, ,?, ,9x,Customer misuse (9x),?, ,U,Orientation (U),MEX,Mexico (MEX),?, ,275.5,1,?,(?),0,N,0,924,IMPROPER LOADING (924),92,IMPROP LOADING (92),NAR,North America (NAR),N,0,1085985601,SC,SERVICE CALL (SC),47485,47485 (47485),?,UNKNOWN (?),2019-11-19,?,NOT APPLICABLE (?),1-19758275774,C,CUSTOMER INSTRUCT (C),?,B,BASE WARRANTY (B),OBSERVACIONES: LAVADORA SE MUEVE MUCHO LA TINA DE LAVADO Y GOLPEA MUY FUERTE,NMC P:GOLPETEA C:DESACOMODO DE PRENDAS S:SELEXPLICO SOBRE ELDESACOMODO DE PRENDAS,,,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW1824WJM0,8MWTW1824WJM0 (8MWTW1824WJM0),?,?,101,Washers (101),11053,"26"" w/ agitator, SS basket, Monterrey (11053)",1001,Vertical Axis - w/ Agitator (1001),10,Fabric Care (10),1102,Horizon Top Load w/ Agitator (1102),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW1824WJM:HL93571223,2019-09-02,?,(?),2019/09,2019Q3,?,(?),2019,201935,2019-10-17,8MWTW1824WJM,8MWTW1824WJM (8MWTW1824WJM),HL93571223,1100,MX Dep Stores (1100),2088950,"DISTRIBUIDORA LIVERPOOL, S.A. DE C. (000",ESTADO DE MEXICO,2019-09-18,2019/09,2019,MX,Mexico (MX),NAR,North America (NAR),2086386,DISTRIBUIDORA LIVERPOOL SA DE CV (000208,,
0.01,2019-12-28,2019/12,2019,ESTADO DE MÉXICO,54763,MX,Mexico (MX),2019-12-18,y, ,8400,IMPROPER CONTROL SETTING (8400),?, ,?, ,N3,INSTRUCTION (N3),?, ,U,Orientation (U),MEX,Mexico (MEX),?, ,0.01,3,?,(?),0,N,0,925,IMPROP CTRL SETTNG (925),91,EXPN CYCLE OPER (91),NAR,North America (NAR),N,0,1086228973,SC,SERVICE CALL (SC),11100,CENTRO DE SOLUCIONES MEXICO (11100),?,UNKNOWN (?),2019-12-26,?,NOT APPLICABLE (?), ,C,CUSTOMER INSTRUCT (C),?,B,BASE WARRANTY (B),MAGALA2// RUIDO FUERTE AL AGITAR //RASPA FUERTA// PROBLEMA RUIDO MIENTRAS AGITA / NO HAY OBJETOS ATORADOS / RUIDO DESCONOCIDO.,ROAE- PROBLEMA RUIDO AL FUNCIONAR CAUSA NINGUNA SOLUCIÓN SECHECO PRODUCTO NO PRESENTA FALLA SE DAN INDICACIONES DE USO,,,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW2081EN1,8MWTW2081EN1 (8MWTW2081EN1),?,?,101,Washers (101),11103,"26"" w/ impeller, SS basket, Monterrey (11103)",1020,Vertical Axis Washer w/Impeller (1020),10,Fabric Care (10),1103,Horizon Top Load w/ Impeller (1103),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW2081EN:HL93462403,2019-08-26,?,(?),2019/08,2019Q3,?,(?),2019,201934,2019-09-23,8MWTW2081EN,8MWTW2081EN (8MWTW2081EN),HL93462403,?,(?),?,(?),NUEVO LEON,2019-08-28,2019/08,2019,MX,Mexico (MX),NAR,North America (NAR),RM04,(RM04),,
181,2019-10-31,2019/10,2019,?,66188,?,(?),2019-10-28,y, ,2720,DRIVE-PULLEY (2720),ME01,BELT-PULLEY (ME01),ME,MECHANICAL (ME),Cx,Mechanically misaligned (Cx),?, ,Y,No Part Replaced (Y),MEX,Mexico (MEX),?, ,181,1,?,(?),0,N,0,233,PULLEYS (233),2,POOR FIT/MISALIGN/MISASSEMBLED (02),NAR,North America (NAR),N,0,1085828038,SC,SERVICE CALL (SC),74776,74776 (74776),?,UNKNOWN (?),2019-10-30,?,NOT APPLICABLE (?), ,M,MACHINE MALFUNCTION (M),?,B,BASE WARRANTY (B),IBANEM2/ RUIDO MUY FUERTE MIENTRAS AGITA_ ENJUAGA Y CENTRIFUGA,P. RUIDO FUERTE C. POLEA FLOJA S. SE AJUSTÓ POLEA_ SI VUELVA PRESENTAR FALLA LLEVAR TRANSMISIÓN,Polea ,Floja ,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),2,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW2081EN1,8MWTW2081EN1 (8MWTW2081EN1),?,?,101,Washers (101),11103,"26"" w/ impeller, SS basket, Monterrey (11103)",1020,Vertical Axis Washer w/Impeller (1020),10,Fabric Care (10),1103,Horizon Top Load w/ Impeller (1103),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW2081EN:HL92681428,2019-07-01,?,(?),2019/07,2019Q3,?,(?),2019,201926,2019-10-09,8MWTW2081EN,8MWTW2081EN (8MWTW2081EN),HL92681428,?,(?),?,(?),NUEVO LEON,2019-07-03,2019/07,2019,MX,Mexico (MX),NAR,North America (NAR),RM04,(RM04),,
257.68,2019-12-14,2019/12,2019,JALISCO,44770,MX,Mexico (MX),2019-11-25,y, ,8400,IMPROPER CONTROL SETTING (8400),?, ,?, ,N3,INSTRUCTION (N3),?, ,U,Orientation (U),MEX,Mexico (MEX),?, ,257.68,3,?,(?),0,N,0,925,IMPROP CTRL SETTNG (925),91,EXPN CYCLE OPER (91),NAR,North America (NAR),N,0,1086136518,SC,SERVICE CALL (SC),47549,47549 (47549),?,UNKNOWN (?),2019-12-07,?,NOT APPLICABLE (?), ,C,CUSTOMER INSTRUCT (C),?,B,BASE WARRANTY (B),DUARTM4 LLENA Y DRENA,TAG F P. LLENA Y DRENA C. APARATO FUNCIONANDO BIEN S. SE REVISO Y SE HICIERON RECOMENDACIONES DE USO,,,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW1820CM3,8MWTW1820CM3 (8MWTW1820CM3),?,?,101,Washers (101),11053,"26"" w/ agitator, SS basket, Monterrey (11053)",1001,Vertical Axis - w/ Agitator (1001),10,Fabric Care (10),1102,Horizon Top Load w/ Agitator (1102),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW1820CM:HL91903319,2019-05-13,?,(?),2019/05,2019Q2,?,(?),2019,201919,2019-09-13,8MWTW1820CM,LAV. AUTOMATICA NE (8MWTW1820CM),HL91903319,?,(?),?,(?),GUANAJUATO,2019-08-17,2019/08,2019,MX,Mexico (MX),NAR,North America (NAR),RM06,(RM06),,
273,2019-11-29,2019/11,2019,GUERRERO,39480,MX,Mexico (MX),2019-11-27,y, ,8400,IMPROPER CONTROL SETTING (8400),?, ,?, ,N3,INSTRUCTION (N3),?, ,U,Orientation (U),MEX,Mexico (MEX),?, ,273,1,?,(?),0,N,0,925,IMPROP CTRL SETTNG (925),91,EXPN CYCLE OPER (91),NAR,North America (NAR),N,0,1086031580,SC,SERVICE CALL (SC),47445,47445 (47445),?,UNKNOWN (?),2019-11-28,?,NOT APPLICABLE (?), ,C,CUSTOMER INSTRUCT (C),?,B,BASE WARRANTY (B),CASADJ1 LLENA DE MAS A LO INDICADO,P. LLENA DE MAS C. CLIENTE NO SABE UTILIZAR EL EQUIPO S. SE DIO DEMOSTRACION DE USO,,,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW1823WJM0,8MWTW1823WJM0 (8MWTW1823WJM0),?,?,101,Washers (101),11053,"26"" w/ agitator, SS basket, Monterrey (11053)",1001,Vertical Axis - w/ Agitator (1001),10,Fabric Care (10),1102,Horizon Top Load w/ Agitator (1102),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW1823WJM:HL93899866,2019-09-23,?,(?),2019/09,2019Q3,?,(?),2019,201938,2019-11-18,8MWTW1823WJM,8MWTW1823WJM (8MWTW1823WJM),HL93899866,?,(?),?,(?),ESTADO DE MEXICO,2019-10-29,2019/10,2019,MX,Mexico (MX),NAR,North America (NAR),RM07,(RM07),,
0.01,2019-09-26,2019/09,2019,?,67289,?,(?),2019-09-24,y, ,8400,IMPROPER CONTROL SETTING (8400),?, ,?, ,N3,INSTRUCTION (N3),?, ,U,Orientation (U),MEX,Mexico (MEX),?, ,0.01,1,?,(?),0,N,0,925,IMPROP CTRL SETTNG (925),91,EXPN CYCLE OPER (91),NAR,North America (NAR),N,0,1085585517,SC,SERVICE CALL (SC),21172,CENTRO DE SOLUCIONES MONTERREY (21172),?,UNKNOWN (?),2019-09-24,?,NOT APPLICABLE (?), ,C,CUSTOMER INSTRUCT (C),?,B,BASE WARRANTY (B),EXPLICACIÓN DE USO Y FUNCIONAMIENTO,BONILV1- P. EXPLICACION DE USO Y FUNCIONAMIENTO C. EQUIPO NUEVO S. SE LE EXPLICÓ A CLIENTE USO Y FUNCIONAMIENTO DEL EQUPO,,,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW1601EQ1,8MWTW1601EQ1 (8MWTW1601EQ1),?,?,101,Washers (101),11103,"26"" w/ impeller, SS basket, Monterrey (11103)",1020,Vertical Axis Washer w/Impeller (1020),10,Fabric Care (10),1103,Horizon Top Load w/ Impeller (1103),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW1601EQ:HL92680743,2019-07-01,?,(?),2019/07,2019Q3,?,(?),2019,201926,2019-09-13,8MWTW1601EQ,8MWTW1601EQ (8MWTW1601EQ),HL92680743,?,(?),?,(?),NUEVO LEON,2019-08-08,2019/08,2019,MX,Mexico (MX),NAR,North America (NAR),RM01,(RM01),,
0.01,2019-08-03,2019/08,2019,?,67275,?,(?),2019-07-29,y, ,9910,INSTRUCTION FOR USE (9910),II01,INSTRUCTION FOR USE (II01),II,Installation and Instruct (II),N3,INSTRUCTION (N3),?, ,U,Orientation (U),MEX,Mexico (MEX),?, ,0.01,2,?,(?),0,N,0,921,GENERAL INSTRUCT (921),91,EXPN CYCLE OPER (91),NAR,North America (NAR),N,0,1085214410,SC,SERVICE CALL (SC),21172,CENTRO DE SOLUCIONES MONTERREY (21172),?,UNKNOWN (?),2019-08-01,?,NOT APPLICABLE (?), ,C,CUSTOMER INSTRUCT (C),?,B,BASE WARRANTY (B),CASADJ1 NO EXPRIME FAULT TREE TIENE MIEDO DE MOVERLE AL PRODUCTO Y PREFIERE QUE ASISTA EL TÉCNICO,BONILV1- P. NO EXPRIME C. MAL MANEJO DEL EQUIPO S SE LE EXPLICÓ A CLIENTE USO Y FUNCIONAMIENTO DEL EQUIPO,,,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW1601EQ1,8MWTW1601EQ1 (8MWTW1601EQ1),?,?,101,Washers (101),11103,"26"" w/ impeller, SS basket, Monterrey (11103)",1020,Vertical Axis Washer w/Impeller (1020),10,Fabric Care (10),1103,Horizon Top Load w/ Impeller (1103),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW1601EQ:HL92346011,2019-06-10,?,(?),2019/06,2019Q2,?,(?),2019,201923,2019-06-25,8MWTW1601EQ,8MWTW1601EQ (8MWTW1601EQ),HL92346011,?,(?),?,(?),NUEVO LEON,2019-06-14,2019/06,2019,MX,Mexico (MX),NAR,North America (NAR),RM04,(RM04),,
208,2019-06-27,2019/06,2019,VERACRUZ,91709,MX,Mexico (MX),2019-06-24,y, ,9910,INSTRUCTION FOR USE (9910),II01,INSTRUCTION FOR USE (II01),II,Installation and Instruct (II),?,Not Available (?),?, ,Y,No Part Replaced (Y),MEX,Mexico (MEX),?, ,208,1,?,(?),0,N,0,921,GENERAL INSTRUCT (921),RS,REPORTED BY STORE (RS),NAR,North America (NAR),N,0,1084957001,SC,SERVICE CALL (SC),77184,77184 (77184),?,UNKNOWN (?),2019-06-25,?,NOT APPLICABLE (?), ,C,CUSTOMER INSTRUCT (C),?,B,BASE WARRANTY (B),CORTEK2 LLENA Y DRENA REP PAULINA LOPEZ MUEB FAMSA TEL 2299 236090,KEM.- JUAN 25/06/2019 P.- LLENA Y DRENA C.- REQUIERE INSTRUCCIONES DE USO S.- UNIDAD TRABAJANDO BIEN,,,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW1722EI2,8MWTW1722EI2 (8MWTW1722EI2),?,?,101,Washers (101),11053,"26"" w/ agitator, SS basket, Monterrey (11053)",1001,Vertical Axis - w/ Agitator (1001),10,Fabric Care (10),1102,Horizon Top Load w/ Agitator (1102),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW1722EI:HL91905660,2019-05-13,?,(?),2019/05,2019Q2,?,(?),2019,201919,2019-06-21,8MWTW1722EI,LAV. AUTOMATICA NE (8MWTW1722EI),HL91905660,?,(?),?,(?),ESTADO DE MEXICO,2019-05-28,2019/05,2019,MX,Mexico (MX),NAR,North America (NAR),RM07,(RM07),,
609.61,2019-11-23,2019/11,2019,JALISCO,46900,MX,Mexico (MX),2019-11-12,y, ,9955,DETERGENT & CLEANER PROBLEMS (9955),?, ,?, ,N9,UNSATIS PERFOMANCE (N9),?, ,Y,No Part Replaced (Y),MEX,Mexico (MEX),?, ,609.61,1,?,(?),0,N,0,971,DETERG/CLNR PROBLM (971),97,F.SOFT/RINSE AGNT (97),NAR,North America (NAR),N,0,1085994129,SC,SERVICE CALL (SC),77539,77539 (77539),?,UNKNOWN (?),2019-11-18,?,NOT APPLICABLE (?), ,C,CUSTOMER INSTRUCT (C),?,B,BASE WARRANTY (B),DIAZPM NO INICIA NINGUN CICLO //REP MARIA ELENA MARQUEZ D AVILA MUEB DE HORENCIO TEL 3883861610 //,P. NO INICIA NINGÚN CICLO C. EXCESO DE ESPUMA S. SE REPROGRMA EQUIPO Y SE LE DAN INDICACIONES A CLIENTE DE USAR JABÓN E.,,,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW2095EI2,8MWTW2095EI2 (8MWTW2095EI2),?,?,101,Washers (101),11053,"26"" w/ agitator, SS basket, Monterrey (11053)",1001,Vertical Axis - w/ Agitator (1001),10,Fabric Care (10),1102,Horizon Top Load w/ Agitator (1102),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW2095EI:HL92234828,2019-06-03,?,(?),2019/06,2019Q2,?,(?),2019,201922,2019-11-01,8MWTW2095EI,LAV. AUTOMATICA NE (8MWTW2095EI),HL92234828,?,(?),?,(?),NUEVO LEON,2019-08-07,2019/08,2019,MX,Mexico (MX),NAR,North America (NAR),RM01,(RM01),,
276.48,2019-11-16,2019/11,2019,?,58254,?,(?),2019-11-08,y, ,8400,IMPROPER CONTROL SETTING (8400),?, ,?, ,N3,INSTRUCTION (N3),?, ,U,Orientation (U),MEX,Mexico (MEX),?, ,276.48,1,?,(?),0,N,0,925,IMPROP CTRL SETTNG (925),91,EXPN CYCLE OPER (91),NAR,North America (NAR),N,0,1085945616,SC,SERVICE CALL (SC),47476,47476 (47476),?,UNKNOWN (?),2019-11-09,?,NOT APPLICABLE (?), ,C,CUSTOMER INSTRUCT (C),?,B,BASE WARRANTY (B),DUATRTM4 SE APAGA AL FUNCIONAR PROBLEMA: SE APAGA ESTANDO FUNCIONANDO / SIN EXTENSIÓN / EQUIPO NUEVO / DETERGENTE CORRETO / NIVEL,09/11 SIFN P. SE APAGA C.UNIDAD TRABAJANDO BIEN S.INSTRUCCIONES DE USO A CLIENTE,,,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW2081EN1,8MWTW2081EN1 (8MWTW2081EN1),?,?,101,Washers (101),11103,"26"" w/ impeller, SS basket, Monterrey (11103)",1020,Vertical Axis Washer w/Impeller (1020),10,Fabric Care (10),1103,Horizon Top Load w/ Impeller (1103),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW2081EN:HL94244503,2019-10-21,?,(?),2019/10,2019Q4,?,(?),2019,201942,2019-11-04,8MWTW2081EN,8MWTW2081EN (8MWTW2081EN),HL94244503,?,(?),?,(?),GUANAJUATO,2019-10-26,2019/10,2019,MX,Mexico (MX),NAR,North America (NAR),RM06,(RM06),,
